id;nome_alimento;preparo;kcal;proteina;lipidios;carboidratos;fibra
1914;Galinha com arroz ;Não se aplica;143.5;4.47;3.07;23.93;0.65
1915;Galinhada ;Não se aplica;143.5;4.47;3.07;23.93;0.65
1916;Moqueca baiana ;Não se aplica;130.13;13.62;7.54;1.66;0.17
1917;Omelete ;Não se aplica;241.62;11.04;21.26;0.98;0
1918;Pirão ;Não se aplica;119.65;8.05;5.76;8.9;0.75
1919;Quibebe ;Não se aplica;36.39;0.72;1.92;4.9;1.1
1920;Quiche;Não se aplica;282.73;10.34;20.44;13.85;0.56
1921;Suflê ;Não se aplica;126.1;5.11;9.17;6.4;1.1
1922;Tutu ;Não se aplica;123.76;5.41;1.64;22.34;4.04
1923;Moqueca capixaba ;Não se aplica;100.52;14.34;3.66;1.75;0.18
1924;Maniçoba ;Não se aplica;181.85;15.09;12.16;2.92;1.31
1925;Caldo verde ;Não se aplica;94.92;3.53;2.9;14.19;2.14
1926;Arroz de cuxá;Não se aplica;102.74;2.38;0.95;20.92;1.92
1927;Angu à baiana;Não se aplica;125.34;9.01;5.75;8.87;0.31
1928;Chocolate;Não se aplica;535;7.65;29.66;59.4;3.4
1929;Gemada ;Não se aplica;134.79;3.8;7.47;13.52;0
1930;Açaí com granola;Não se aplica;110;0.7;3.7;21.5;1.7
1931;Suco orgânico ;Não se aplica;41.83;0.59;0.14;9.81;0.31
1932;Suco de abacaxi orgânico ;Não se aplica;53.21;0.36;0.12;12.92;0.2
1933;Suco de acerola orgânico ;Não se aplica;23.06;0.4;0.3;4.81;0.3
1934;Suco de goiaba orgânico ;Não se aplica;62.28;0.37;0.14;15.62;0.79
1935;Suco de laranja orgânico ;Não se aplica;41.83;0.59;0.14;9.81;0.31
1936;Suco de laranja cenoura e beterraba orgânico ;Não se aplica;30.77;0.81;0.12;7.11;0.76
1937;Suco de manga orgânico ;Não se aplica;50.86;0.11;0.06;13.08;0.3
1938;Suco de maracujá orgânico ;Não se aplica;60.14;0.67;0.18;14.48;0.2
1939;Suco de morango orgânico ;Não se aplica;59.21;0.57;0.1;14.51;0.23
1940;Suco de pêssego orgânico ;Não se aplica;53.99;0.27;0.02;13.92;0.6
1941;Suco de pêssego em calda orgânico ;Não se aplica;53.99;0.27;0.02;13.92;0.6
1942;Pizza pronta light ;Não se aplica;255.57;14.6;8.45;29.82;1.74
1943;Lasanha pronta light ;Não se aplica;144.33;10.93;5.67;12.34;1.11
1944;Macarrão pronto light ;Cozido(a);189.86;5.65;7.18;25.54;1.16
1945;Pizza portuguesa light;Não se aplica;229.62;11.75;10.21;22.4;1.56
1946;Farofa pronta light em pacote;Não se aplica;406;2.1;9.1;80.3;7.8
1947;Vaca atolada;Não se aplica;245;11.6;15.05;15.05;0.8
1948;Salada ou verdura crua. exceto de fruta;Não se aplica;18;0.88;0.2;3.92;1.2
1949;Outros legumes cozidos;Não se aplica;60.5;1.24;0.14;14.12;2.53
1950;Café da manha;Não se aplica;31.44;1.72;1.69;2.57;0.24
1951;Prato de comida brasileira;Não se aplica;148.37;6.74;3.86;21.34;2.31
1952;Prato de comida do nordeste;Não se aplica;129.21;6.49;2.66;19.48;2.33
1953;Prato de comida do norte;Não se aplica;157.1;6.53;3.36;24.99;2.94
1954;Prato de comida do sudeste;Não se aplica;131.09;8.62;5.3;12;1.86
1955;Prato de comida do sul;Não se aplica;148.37;6.74;3.86;21.34;2.31
1956;Prato de comida do centrooeste;Não se aplica;105.93;5.68;2.91;14.27;2.22
1957;Arroz com feijão;Não se aplica;116.51;4.17;1.5;21.42;2.66
1958;Pão com manteiga;Não se aplica;369.5;6.81;16.1;48.84;1.92
1959;Pão com margarina;Não se aplica;369.83;6.82;16;48.98;1.92
1960;Pão com ovo;Não se aplica;261.3;10.84;10.38;29.91;1.15
1961;Carne com batata. inhame. batatabaroa ou aipim ;Não se aplica;188.2;12.97;10.5;10.01;1.03
1962;Carne com legumes (exceto batata. inhame e aipim);Não se aplica;150.52;12.47;9.95;2.45;0.55
1963;Frango com batata. inhame batatabaroa ou aipim;Não se aplica;153.7;16.31;5.04;10.01;1.03
1964;Frango com legumes (exceto batata. inhame e aipim);Não se aplica;116.02;15.82;4.5;2.45;0.55
1965;Abobora com quiabo;Não se aplica;21;1.3;0.14;4.71;1.8
1966;Arroz carreteiro;Não se aplica;154;10.8;7.1;11.6;1.5
1967;Maria izabel;Não se aplica;154;10.8;7.1;11.6;1.5
1968;Arroz de leite;Não se aplica;142.42;2.98;4.17;22.62;0.3
1969;Arroz com mandioca;Não se aplica;130.31;1.55;0.75;28.94;1.57
1970;Arroz com ovo;Não se aplica;179.11;8.09;9.43;14.5;0.77
1971;Palma ;Não se aplica;41.95;1.35;3.1;3.28;2
